location,animal,user,sn,an,datatype,start,end,startreason,endreason,entct,inact,inadur,inadist,smlct,smldur,smldist,larct,lardur,lardist,emptyct,emptydur,stdate,sttime
c036,C12,BIO-S062\ViewpointUser,1,0,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:58
c036,C12,BIO-S062\ViewpointUser,1,1,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:58
c037,D01,BIO-S062\ViewpointUser,1,0,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:58
c037,D01,BIO-S062\ViewpointUser,1,1,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:58
c038,D02,BIO-S062\ViewpointUser,1,0,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:58
c038,D02,BIO-S062\ViewpointUser,1,1,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:58
c039,D03,BIO-S062\ViewpointUser,1,0,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:58
c039,D03,BIO-S062\ViewpointUser,1,1,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:58
c040,D04,BIO-S062\ViewpointUser,1,0,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:58
c040,D04,BIO-S062\ViewpointUser,1,1,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:58
c041,D05,BIO-S062\ViewpointUser,1,0,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:58
c041,D05,BIO-S062\ViewpointUser,1,1,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:58
c042,D06,BIO-S062\ViewpointUser,1,0,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:58
c042,D06,BIO-S062\ViewpointUser,1,1,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:58
c043,D07,BIO-S062\ViewpointUser,1,0,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:58
c043,D07,BIO-S062\ViewpointUser,1,1,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:58
c044,D08,BIO-S062\ViewpointUser,1,0,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:58
c044,D08,BIO-S062\ViewpointUser,1,1,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:58
c045,D09,BIO-S062\ViewpointUser,1,0,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:58
c045,D09,BIO-S062\ViewpointUser,1,1,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:58
c046,D10,BIO-S062\ViewpointUser,1,0,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:58
c046,D10,BIO-S062\ViewpointUser,1,1,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:58
c047,D11,BIO-S062\ViewpointUser,1,0,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:58
c047,D11,BIO-S062\ViewpointUser,1,1,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:58
c048,D12,BIO-S062\ViewpointUser,1,0,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:58
c048,D12,BIO-S062\ViewpointUser,1,1,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:58
c049,E01,BIO-S062\ViewpointUser,1,0,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:58
c049,E01,BIO-S062\ViewpointUser,1,1,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:58
c050,E02,BIO-S062\ViewpointUser,1,0,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:58
c050,E02,BIO-S062\ViewpointUser,1,1,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:58
c051,E03,BIO-S062\ViewpointUser,1,0,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:58
c051,E03,BIO-S062\ViewpointUser,1,1,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:58
c052,E04,BIO-S062\ViewpointUser,1,0,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:58
c052,E04,BIO-S062\ViewpointUser,1,1,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:58
c053,E05,BIO-S062\ViewpointUser,1,0,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:58
c053,E05,BIO-S062\ViewpointUser,1,1,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:58
c054,E06,BIO-S062\ViewpointUser,1,0,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:58
c054,E06,BIO-S062\ViewpointUser,1,1,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:58
c055,E07,BIO-S062\ViewpointUser,1,0,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:58
c055,E07,BIO-S062\ViewpointUser,1,1,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:58
c056,E08,BIO-S062\ViewpointUser,1,0,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:58
c056,E08,BIO-S062\ViewpointUser,1,1,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:58
c057,E09,BIO-S062\ViewpointUser,1,0,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:58
c057,E09,BIO-S062\ViewpointUser,1,1,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:58
c058,E10,BIO-S062\ViewpointUser,1,0,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:58
c058,E10,BIO-S062\ViewpointUser,1,1,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:58
c059,E11,BIO-S062\ViewpointUser,1,0,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:58
c059,E11,BIO-S062\ViewpointUser,1,1,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:58
c060,E12,BIO-S062\ViewpointUser,1,0,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:58
c060,E12,BIO-S062\ViewpointUser,1,1,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:58
c061,F01,BIO-S062\ViewpointUser,1,0,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:58
c061,F01,BIO-S062\ViewpointUser,1,1,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:58
c062,F02,BIO-S062\ViewpointUser,1,0,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:58
c062,F02,BIO-S062\ViewpointUser,1,1,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:58
c063,F03,BIO-S062\ViewpointUser,1,0,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:58
c063,F03,BIO-S062\ViewpointUser,1,1,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:58
c064,F04,BIO-S062\ViewpointUser,1,0,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:58
c064,F04,BIO-S062\ViewpointUser,1,1,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:58
c065,F05,BIO-S062\ViewpointUser,1,0,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:58
c065,F05,BIO-S062\ViewpointUser,1,1,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:58
c066,F06,BIO-S062\ViewpointUser,1,0,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:58
c066,F06,BIO-S062\ViewpointUser,1,1,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:58
c067,F07,BIO-S062\ViewpointUser,1,0,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:58
c067,F07,BIO-S062\ViewpointUser,1,1,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:58
c068,F08,BIO-S062\ViewpointUser,1,0,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:58
c068,F08,BIO-S062\ViewpointUser,1,1,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:58
c069,F09,BIO-S062\ViewpointUser,1,0,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:58
c069,F09,BIO-S062\ViewpointUser,1,1,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:58
c070,F10,BIO-S062\ViewpointUser,1,0,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:58
c070,F10,BIO-S062\ViewpointUser,1,1,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:58
c071,F11,BIO-S062\ViewpointUser,1,0,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:58
c071,F11,BIO-S062\ViewpointUser,1,1,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:58
c072,F12,BIO-S062\ViewpointUser,1,0,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:58
c072,F12,BIO-S062\ViewpointUser,1,1,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:58
c073,G01,BIO-S062\ViewpointUser,1,0,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:58
c073,G01,BIO-S062\ViewpointUser,1,1,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:58
c074,G02,BIO-S062\ViewpointUser,1,0,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:58
c074,G02,BIO-S062\ViewpointUser,1,1,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:58
c075,G03,BIO-S062\ViewpointUser,1,0,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:58
c075,G03,BIO-S062\ViewpointUser,1,1,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:58
c076,G04,BIO-S062\ViewpointUser,1,0,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:58
c076,G04,BIO-S062\ViewpointUser,1,1,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:58
c077,G05,BIO-S062\ViewpointUser,1,0,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:58
c077,G05,BIO-S062\ViewpointUser,1,1,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:58
c078,G06,BIO-S062\ViewpointUser,1,0,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:58
c078,G06,BIO-S062\ViewpointUser,1,1,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:58
c079,G07,BIO-S062\ViewpointUser,1,0,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:58
c079,G07,BIO-S062\ViewpointUser,1,1,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:58
c080,G08,BIO-S062\ViewpointUser,1,0,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:58
c080,G08,BIO-S062\ViewpointUser,1,1,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:58
c081,G09,BIO-S062\ViewpointUser,1,0,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:58
c081,G09,BIO-S062\ViewpointUser,1,1,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:58
c082,G10,BIO-S062\ViewpointUser,1,0,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:58
c082,G10,BIO-S062\ViewpointUser,1,1,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:58
c083,G11,BIO-S062\ViewpointUser,1,0,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:58
c083,G11,BIO-S062\ViewpointUser,1,1,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:58
c084,G12,BIO-S062\ViewpointUser,1,0,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:58
c084,G12,BIO-S062\ViewpointUser,1,1,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:58
c085,H01,BIO-S062\ViewpointUser,1,0,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:58
c085,H01,BIO-S062\ViewpointUser,1,1,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:58
c086,H02,BIO-S062\ViewpointUser,1,0,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:58
c086,H02,BIO-S062\ViewpointUser,1,1,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:58
c087,H03,BIO-S062\ViewpointUser,1,0,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:58
c087,H03,BIO-S062\ViewpointUser,1,1,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:58
c088,H04,BIO-S062\ViewpointUser,1,0,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:58
c088,H04,BIO-S062\ViewpointUser,1,1,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:58
c089,H05,BIO-S062\ViewpointUser,1,0,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:58
c089,H05,BIO-S062\ViewpointUser,1,1,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:58
c090,H06,BIO-S062\ViewpointUser,1,0,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:58
c090,H06,BIO-S062\ViewpointUser,1,1,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:58
c091,H07,BIO-S062\ViewpointUser,1,0,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:58
c091,H07,BIO-S062\ViewpointUser,1,1,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:58
c092,H08,BIO-S062\ViewpointUser,1,0,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:58
c092,H08,BIO-S062\ViewpointUser,1,1,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:58
c093,H09,BIO-S062\ViewpointUser,1,0,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:58
c093,H09,BIO-S062\ViewpointUser,1,1,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:58
c094,H10,BIO-S062\ViewpointUser,1,0,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:58
c094,H10,BIO-S062\ViewpointUser,1,1,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:58
c095,H11,BIO-S062\ViewpointUser,1,0,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:58
c095,H11,BIO-S062\ViewpointUser,1,1,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:58
c096,H12,BIO-S062\ViewpointUser,1,0,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:58
c096,H12,BIO-S062\ViewpointUser,1,1,trackerr,4,5,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:58
c001,A01,BIO-S062\ViewpointUser,1,0,trackerr,5,6,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:59
c001,A01,BIO-S062\ViewpointUser,1,1,trackerr,5,6,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:59
c002,A02,BIO-S062\ViewpointUser,1,0,trackerr,5,6,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:59
c002,A02,BIO-S062\ViewpointUser,1,1,trackerr,5,6,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:59
c003,A03,BIO-S062\ViewpointUser,1,0,trackerr,5,6,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:59
c003,A03,BIO-S062\ViewpointUser,1,1,trackerr,5,6,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:59
c004,A04,BIO-S062\ViewpointUser,1,0,trackerr,5,6,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:59
c004,A04,BIO-S062\ViewpointUser,1,1,trackerr,5,6,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:59
c005,A05,BIO-S062\ViewpointUser,1,0,trackerr,5,6,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:59
c005,A05,BIO-S062\ViewpointUser,1,1,trackerr,5,6,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:59
c006,A06,BIO-S062\ViewpointUser,1,0,trackerr,5,6,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:59
c006,A06,BIO-S062\ViewpointUser,1,1,trackerr,5,6,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:59
c007,A07,BIO-S062\ViewpointUser,1,0,trackerr,5,6,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:59
c007,A07,BIO-S062\ViewpointUser,1,1,trackerr,5,6,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:59
c008,A08,BIO-S062\ViewpointUser,1,0,trackerr,5,6,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:59
c008,A08,BIO-S062\ViewpointUser,1,1,trackerr,5,6,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:59
c009,A09,BIO-S062\ViewpointUser,1,0,trackerr,5,6,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:59
c009,A09,BIO-S062\ViewpointUser,1,1,trackerr,5,6,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:59
c010,A10,BIO-S062\ViewpointUser,1,0,trackerr,5,6,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:59
c010,A10,BIO-S062\ViewpointUser,1,1,trackerr,5,6,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:59
c011,A11,BIO-S062\ViewpointUser,1,0,trackerr,5,6,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:59
c011,A11,BIO-S062\ViewpointUser,1,1,trackerr,5,6,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:59
c012,A12,BIO-S062\ViewpointUser,1,0,trackerr,5,6,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:59
c012,A12,BIO-S062\ViewpointUser,1,1,trackerr,5,6,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:59
c013,B01,BIO-S062\ViewpointUser,1,0,trackerr,5,6,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:59
c013,B01,BIO-S062\ViewpointUser,1,1,trackerr,5,6,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:59
c014,B02,BIO-S062\ViewpointUser,1,0,trackerr,5,6,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:59
c014,B02,BIO-S062\ViewpointUser,1,1,trackerr,5,6,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:59
c015,B03,BIO-S062\ViewpointUser,1,0,trackerr,5,6,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:59
c015,B03,BIO-S062\ViewpointUser,1,1,trackerr,5,6,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:59
c016,B04,BIO-S062\ViewpointUser,1,0,trackerr,5,6,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:59
c016,B04,BIO-S062\ViewpointUser,1,1,trackerr,5,6,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:59
c017,B05,BIO-S062\ViewpointUser,1,0,trackerr,5,6,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:59
c017,B05,BIO-S062\ViewpointUser,1,1,trackerr,5,6,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:59
c018,B06,BIO-S062\ViewpointUser,1,0,trackerr,5,6,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:59
c018,B06,BIO-S062\ViewpointUser,1,1,trackerr,5,6,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:59
c019,B07,BIO-S062\ViewpointUser,1,0,trackerr,5,6,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:59
c019,B07,BIO-S062\ViewpointUser,1,1,trackerr,5,6,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:59
c020,B08,BIO-S062\ViewpointUser,1,0,trackerr,5,6,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:59
c020,B08,BIO-S062\ViewpointUser,1,1,trackerr,5,6,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:59
c021,B09,BIO-S062\ViewpointUser,1,0,trackerr,5,6,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:59
c021,B09,BIO-S062\ViewpointUser,1,1,trackerr,5,6,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:59
c022,B10,BIO-S062\ViewpointUser,1,0,trackerr,5,6,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:59
c022,B10,BIO-S062\ViewpointUser,1,1,trackerr,5,6,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:59
c023,B11,BIO-S062\ViewpointUser,1,0,trackerr,5,6,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:59
c023,B11,BIO-S062\ViewpointUser,1,1,trackerr,5,6,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:59
c024,B12,BIO-S062\ViewpointUser,1,0,trackerr,5,6,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:59
c024,B12,BIO-S062\ViewpointUser,1,1,trackerr,5,6,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:59
c025,C01,BIO-S062\ViewpointUser,1,0,trackerr,5,6,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:59
c025,C01,BIO-S062\ViewpointUser,1,1,trackerr,5,6,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:59
c026,C02,BIO-S062\ViewpointUser,1,0,trackerr,5,6,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:59
c026,C02,BIO-S062\ViewpointUser,1,1,trackerr,5,6,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:59
c027,C03,BIO-S062\ViewpointUser,1,0,trackerr,5,6,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:04:59
c027,C03,BIO-S062\ViewpointUser,1,1,trackerr,5,6,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:04:59
