location,animal,user,sn,an,datatype,start,end,startreason,endreason,entct,inact,inadur,inadist,smlct,smldur,smldist,larct,lardur,lardist,emptyct,emptydur,stdate,sttime
c060,E12,BIO-S062\ViewpointUser,1,1,trackerr,32,33,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:26
c061,F01,BIO-S062\ViewpointUser,1,0,trackerr,32,33,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:26
c061,F01,BIO-S062\ViewpointUser,1,1,trackerr,32,33,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:26
c062,F02,BIO-S062\ViewpointUser,1,0,trackerr,32,33,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:26
c062,F02,BIO-S062\ViewpointUser,1,1,trackerr,32,33,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:26
c063,F03,BIO-S062\ViewpointUser,1,0,trackerr,32,33,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:26
c063,F03,BIO-S062\ViewpointUser,1,1,trackerr,32,33,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:26
c064,F04,BIO-S062\ViewpointUser,1,0,trackerr,32,33,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:26
c064,F04,BIO-S062\ViewpointUser,1,1,trackerr,32,33,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:26
c065,F05,BIO-S062\ViewpointUser,1,0,trackerr,32,33,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:26
c065,F05,BIO-S062\ViewpointUser,1,1,trackerr,32,33,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:26
c066,F06,BIO-S062\ViewpointUser,1,0,trackerr,32,33,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:26
c066,F06,BIO-S062\ViewpointUser,1,1,trackerr,32,33,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:26
c067,F07,BIO-S062\ViewpointUser,1,0,trackerr,32,33,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:26
c067,F07,BIO-S062\ViewpointUser,1,1,trackerr,32,33,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:26
c068,F08,BIO-S062\ViewpointUser,1,0,trackerr,32,33,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:26
c068,F08,BIO-S062\ViewpointUser,1,1,trackerr,32,33,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:26
c069,F09,BIO-S062\ViewpointUser,1,0,trackerr,32,33,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:26
c069,F09,BIO-S062\ViewpointUser,1,1,trackerr,32,33,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:26
c070,F10,BIO-S062\ViewpointUser,1,0,trackerr,32,33,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:26
c070,F10,BIO-S062\ViewpointUser,1,1,trackerr,32,33,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:26
c071,F11,BIO-S062\ViewpointUser,1,0,trackerr,32,33,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:26
c071,F11,BIO-S062\ViewpointUser,1,1,trackerr,32,33,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:26
c072,F12,BIO-S062\ViewpointUser,1,0,trackerr,32,33,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:26
c072,F12,BIO-S062\ViewpointUser,1,1,trackerr,32,33,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:26
c073,G01,BIO-S062\ViewpointUser,1,0,trackerr,32,33,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:26
c073,G01,BIO-S062\ViewpointUser,1,1,trackerr,32,33,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:26
c074,G02,BIO-S062\ViewpointUser,1,0,trackerr,32,33,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:26
c074,G02,BIO-S062\ViewpointUser,1,1,trackerr,32,33,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:26
c075,G03,BIO-S062\ViewpointUser,1,0,trackerr,32,33,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:26
c075,G03,BIO-S062\ViewpointUser,1,1,trackerr,32,33,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:26
c076,G04,BIO-S062\ViewpointUser,1,0,trackerr,32,33,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:26
c076,G04,BIO-S062\ViewpointUser,1,1,trackerr,32,33,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:26
c077,G05,BIO-S062\ViewpointUser,1,0,trackerr,32,33,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:26
c077,G05,BIO-S062\ViewpointUser,1,1,trackerr,32,33,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:26
c078,G06,BIO-S062\ViewpointUser,1,0,trackerr,32,33,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:26
c078,G06,BIO-S062\ViewpointUser,1,1,trackerr,32,33,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:26
c079,G07,BIO-S062\ViewpointUser,1,0,trackerr,32,33,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:26
c079,G07,BIO-S062\ViewpointUser,1,1,trackerr,32,33,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:26
c080,G08,BIO-S062\ViewpointUser,1,0,trackerr,32,33,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:26
c080,G08,BIO-S062\ViewpointUser,1,1,trackerr,32,33,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:26
c081,G09,BIO-S062\ViewpointUser,1,0,trackerr,32,33,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:26
c081,G09,BIO-S062\ViewpointUser,1,1,trackerr,32,33,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:26
c082,G10,BIO-S062\ViewpointUser,1,0,trackerr,32,33,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:26
c082,G10,BIO-S062\ViewpointUser,1,1,trackerr,32,33,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:26
c083,G11,BIO-S062\ViewpointUser,1,0,trackerr,32,33,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:26
c083,G11,BIO-S062\ViewpointUser,1,1,trackerr,32,33,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:26
c084,G12,BIO-S062\ViewpointUser,1,0,trackerr,32,33,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:26
c084,G12,BIO-S062\ViewpointUser,1,1,trackerr,32,33,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:26
c085,H01,BIO-S062\ViewpointUser,1,0,trackerr,32,33,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:26
c085,H01,BIO-S062\ViewpointUser,1,1,trackerr,32,33,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:26
c086,H02,BIO-S062\ViewpointUser,1,0,trackerr,32,33,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:26
c086,H02,BIO-S062\ViewpointUser,1,1,trackerr,32,33,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:26
c087,H03,BIO-S062\ViewpointUser,1,0,trackerr,32,33,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:26
c087,H03,BIO-S062\ViewpointUser,1,1,trackerr,32,33,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:26
c088,H04,BIO-S062\ViewpointUser,1,0,trackerr,32,33,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:26
c088,H04,BIO-S062\ViewpointUser,1,1,trackerr,32,33,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:26
c089,H05,BIO-S062\ViewpointUser,1,0,trackerr,32,33,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:26
c089,H05,BIO-S062\ViewpointUser,1,1,trackerr,32,33,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:26
c090,H06,BIO-S062\ViewpointUser,1,0,trackerr,32,33,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:26
c090,H06,BIO-S062\ViewpointUser,1,1,trackerr,32,33,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:26
c091,H07,BIO-S062\ViewpointUser,1,0,trackerr,32,33,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:26
c091,H07,BIO-S062\ViewpointUser,1,1,trackerr,32,33,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:26
c092,H08,BIO-S062\ViewpointUser,1,0,trackerr,32,33,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:26
c092,H08,BIO-S062\ViewpointUser,1,1,trackerr,32,33,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:26
c093,H09,BIO-S062\ViewpointUser,1,0,trackerr,32,33,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:26
c093,H09,BIO-S062\ViewpointUser,1,1,trackerr,32,33,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:26
c094,H10,BIO-S062\ViewpointUser,1,0,trackerr,32,33,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:26
c094,H10,BIO-S062\ViewpointUser,1,1,trackerr,32,33,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:26
c095,H11,BIO-S062\ViewpointUser,1,0,trackerr,32,33,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:26
c095,H11,BIO-S062\ViewpointUser,1,1,trackerr,32,33,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:26
c096,H12,BIO-S062\ViewpointUser,1,0,trackerr,32,33,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:26
c096,H12,BIO-S062\ViewpointUser,1,1,trackerr,32,33,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:26
c001,A01,BIO-S062\ViewpointUser,1,0,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:27
c001,A01,BIO-S062\ViewpointUser,1,1,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:27
c002,A02,BIO-S062\ViewpointUser,1,0,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:27
c002,A02,BIO-S062\ViewpointUser,1,1,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:27
c003,A03,BIO-S062\ViewpointUser,1,0,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:27
c003,A03,BIO-S062\ViewpointUser,1,1,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:27
c004,A04,BIO-S062\ViewpointUser,1,0,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:27
c004,A04,BIO-S062\ViewpointUser,1,1,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:27
c005,A05,BIO-S062\ViewpointUser,1,0,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:27
c005,A05,BIO-S062\ViewpointUser,1,1,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:27
c006,A06,BIO-S062\ViewpointUser,1,0,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:27
c006,A06,BIO-S062\ViewpointUser,1,1,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:27
c007,A07,BIO-S062\ViewpointUser,1,0,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:27
c007,A07,BIO-S062\ViewpointUser,1,1,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:27
c008,A08,BIO-S062\ViewpointUser,1,0,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:27
c008,A08,BIO-S062\ViewpointUser,1,1,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:27
c009,A09,BIO-S062\ViewpointUser,1,0,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:27
c009,A09,BIO-S062\ViewpointUser,1,1,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:27
c010,A10,BIO-S062\ViewpointUser,1,0,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:27
c010,A10,BIO-S062\ViewpointUser,1,1,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:27
c011,A11,BIO-S062\ViewpointUser,1,0,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:27
c011,A11,BIO-S062\ViewpointUser,1,1,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:27
c012,A12,BIO-S062\ViewpointUser,1,0,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:27
c012,A12,BIO-S062\ViewpointUser,1,1,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:27
c013,B01,BIO-S062\ViewpointUser,1,0,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:27
c013,B01,BIO-S062\ViewpointUser,1,1,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:27
c014,B02,BIO-S062\ViewpointUser,1,0,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:27
c014,B02,BIO-S062\ViewpointUser,1,1,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:27
c015,B03,BIO-S062\ViewpointUser,1,0,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:27
c015,B03,BIO-S062\ViewpointUser,1,1,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:27
c016,B04,BIO-S062\ViewpointUser,1,0,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:27
c016,B04,BIO-S062\ViewpointUser,1,1,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:27
c017,B05,BIO-S062\ViewpointUser,1,0,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:27
c017,B05,BIO-S062\ViewpointUser,1,1,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:27
c018,B06,BIO-S062\ViewpointUser,1,0,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:27
c018,B06,BIO-S062\ViewpointUser,1,1,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:27
c019,B07,BIO-S062\ViewpointUser,1,0,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:27
c019,B07,BIO-S062\ViewpointUser,1,1,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:27
c020,B08,BIO-S062\ViewpointUser,1,0,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:27
c020,B08,BIO-S062\ViewpointUser,1,1,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:27
c021,B09,BIO-S062\ViewpointUser,1,0,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:27
c021,B09,BIO-S062\ViewpointUser,1,1,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:27
c022,B10,BIO-S062\ViewpointUser,1,0,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:27
c022,B10,BIO-S062\ViewpointUser,1,1,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:27
c023,B11,BIO-S062\ViewpointUser,1,0,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:27
c023,B11,BIO-S062\ViewpointUser,1,1,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:27
c024,B12,BIO-S062\ViewpointUser,1,0,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:27
c024,B12,BIO-S062\ViewpointUser,1,1,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:27
c025,C01,BIO-S062\ViewpointUser,1,0,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:27
c025,C01,BIO-S062\ViewpointUser,1,1,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:27
c026,C02,BIO-S062\ViewpointUser,1,0,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:27
c026,C02,BIO-S062\ViewpointUser,1,1,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:27
c027,C03,BIO-S062\ViewpointUser,1,0,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:27
c027,C03,BIO-S062\ViewpointUser,1,1,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:27
c028,C04,BIO-S062\ViewpointUser,1,0,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:27
c028,C04,BIO-S062\ViewpointUser,1,1,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:27
c029,C05,BIO-S062\ViewpointUser,1,0,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:27
c029,C05,BIO-S062\ViewpointUser,1,1,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:27
c030,C06,BIO-S062\ViewpointUser,1,0,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:27
c030,C06,BIO-S062\ViewpointUser,1,1,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:27
c031,C07,BIO-S062\ViewpointUser,1,0,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:27
c031,C07,BIO-S062\ViewpointUser,1,1,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:27
c032,C08,BIO-S062\ViewpointUser,1,0,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:27
c032,C08,BIO-S062\ViewpointUser,1,1,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:27
c033,C09,BIO-S062\ViewpointUser,1,0,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:27
c033,C09,BIO-S062\ViewpointUser,1,1,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:27
c034,C10,BIO-S062\ViewpointUser,1,0,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:27
c034,C10,BIO-S062\ViewpointUser,1,1,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:27
c035,C11,BIO-S062\ViewpointUser,1,0,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:27
c035,C11,BIO-S062\ViewpointUser,1,1,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:27
c036,C12,BIO-S062\ViewpointUser,1,0,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:27
c036,C12,BIO-S062\ViewpointUser,1,1,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:27
c037,D01,BIO-S062\ViewpointUser,1,0,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:27
c037,D01,BIO-S062\ViewpointUser,1,1,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:27
c038,D02,BIO-S062\ViewpointUser,1,0,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:27
c038,D02,BIO-S062\ViewpointUser,1,1,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:27
c039,D03,BIO-S062\ViewpointUser,1,0,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:27
c039,D03,BIO-S062\ViewpointUser,1,1,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:27
c040,D04,BIO-S062\ViewpointUser,1,0,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:27
c040,D04,BIO-S062\ViewpointUser,1,1,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:27
c041,D05,BIO-S062\ViewpointUser,1,0,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:27
c041,D05,BIO-S062\ViewpointUser,1,1,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:27
c042,D06,BIO-S062\ViewpointUser,1,0,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:27
c042,D06,BIO-S062\ViewpointUser,1,1,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:27
c043,D07,BIO-S062\ViewpointUser,1,0,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:27
c043,D07,BIO-S062\ViewpointUser,1,1,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:27
c044,D08,BIO-S062\ViewpointUser,1,0,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:27
c044,D08,BIO-S062\ViewpointUser,1,1,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:27
c045,D09,BIO-S062\ViewpointUser,1,0,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:27
c045,D09,BIO-S062\ViewpointUser,1,1,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:27
c046,D10,BIO-S062\ViewpointUser,1,0,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:27
c046,D10,BIO-S062\ViewpointUser,1,1,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:27
c047,D11,BIO-S062\ViewpointUser,1,0,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:27
c047,D11,BIO-S062\ViewpointUser,1,1,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:27
c048,D12,BIO-S062\ViewpointUser,1,0,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:27
c048,D12,BIO-S062\ViewpointUser,1,1,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:27
c049,E01,BIO-S062\ViewpointUser,1,0,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:27
c049,E01,BIO-S062\ViewpointUser,1,1,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:27
c050,E02,BIO-S062\ViewpointUser,1,0,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:27
c050,E02,BIO-S062\ViewpointUser,1,1,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:27
c051,E03,BIO-S062\ViewpointUser,1,0,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:27
c051,E03,BIO-S062\ViewpointUser,1,1,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2018,14:05:27
c052,E04,BIO-S062\ViewpointUser,1,0,trackerr,33,34,End of period,End of period,0,0,0,0,0,0,0,0,0,0,0,1,8/2/2018,14:05:27
